DataSourceId,Text,Label,StageOfOperation,Source,Note,BCS,COSPEvaluation,COSPNumber
ASAA2020030932375,"AUTOTHROTTLE DISENGAGED DURING DEPARTURE RESET 3 TIMES, CONTINUE TO DISENGAGE A/T W RED A/T RESET LIGHT. POSSIBLE ENG #1 SLOWER TO RESPOND TO A/T INPUTS BEFORE DISENGAGING. GROUNDED - YES. REMOVED & REPLACED ASM 1 REF B737-800 AMM 22-31-91 1 C/B OPEN & CLOSED, INSTALLATION TEST & PRESSURIZATION TEST PASSED FOR NOSE CELLING PANEL ACCESS ON LEFT SIDE. MEL 22-4B CLEARS ALSO CLEARS MEL 22-99B SEAMC NOTIFIED.",No,NOT REPORTED                                      ,Added By Random Sampling,,,,
ASAA2020032432519,"PRESSURIZATION AUTO FAIL AND GREEN ALTN LIGHT ILLUMINATED AFTER LANDING. GROUNDED - YES. INITIAL EVALUATION, NEITHER AUTO OR ALTN LIGHT WERE STILL PRESENT. PERFORMED DCPC BITE IAW B737-900 FIM 21-31 TASK 801. DCPC#2 SHOWED ""OFV LRU FAIL"" ON FLIGHT LEG 00, BUT NOTHING IN EXISTING FAULTS. RAN PRESSURIZATION SYSTEM GROUND TEST IAW B737-900 AMM 21-31-00-700-802. BOTH DCPC SHOWED ""SYSTEM OK."" A/C OK FOR SERVICE.",No,LANDING                                           ,Added By Random Sampling,,,,
ASMF201309009,"CAPTAIN REPORTED THAT DURING DESCENT, A STRONG NOISE IN COCKPIT FWD COMPARTMENT WAS HEARD.  MX PERFORMED A PRESSURIZATION VALVE AND OUTFLOW VALVE EXTERIOR VISUAL INSPECTION AND BITE TO CONTROLLER NR 2 IAW AMM 21-31-00, ALL CORRECT.",No,DESCENT                                           ,Added By Random Sampling,,,,
ASMF20170505016,"DURING TRANSIT CHECK, THE CREW OXYGEN FIRST OFFICER TEST WAS NOT SATISFACTORY WITH YELLOW LIGHT TURNED OFF. MAINTENANCEPERSONNEL PERFORMED REVISION DETECTING THE FIRST OFFICER OXYGEN MASK DAMAGED.  THE OXYGEN MASK WAS REPLACED IAW AMM 35-12-85, TESTED CORRECT. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  OTHER Part Name: OXYGEN MASK Part Condition: DAMAGED",No,NOT REPORTED                                      ,SME Feedback,O2 masks,,,
ASMF2019061307,"DURING OVERNIGHT CHECK, IT WAS DETECTED PRESSURIZATION LEAK IN THE NETWORK AREA OF REAR SPAR VERTICAL PRESSURE STA 663 LBL35 AND RBL35 ON DRAIN VALVE HOUSING BOTH SIDES; MAINTENANCE PERSSONNEL ISSUED THE WO 5367805 TO PERFORM WORKS; THE VALVE HOUSING BOTH SIDES ON WING CENTER REAR VERTICAL PRESSURE DECK WEB WAS REMOVED, CLEANED AND REINSTALED I.A.W. EO-3557033, ALL CORRECT.",No,,Added By Random Sampling,,,,
ASMF201910004,"AIRCRAFT PERFORMED AN UNSCHEDULED LANDING AT GDL DUE TO DURING DESCENT AT 14,000 FEET, THE RH PACK AND LH BLEED TRIP OFF  LIGHTS TURNED ON AND OXYGEN MASK DEPLOYED; SO THE FLIGHT CREW ACCOMPLISHED THE QRH 2.7 PROCEDURE, CONFIRMING THE FAILUR E. MAINTENANCE PERSONNEL PERFORMED THE CABIN DEPRESSURIZATION CONDITION CONDITIONAL INSPECTION IAW AMM 05-51-81-210-801,  DETECTING ALL PASSENGER CHEMICAL OXYGEN GENERATORS ACTIVATED; THE FORWARD CLOSET PORTABLE OXYGEN BOTTLE WITH LOW PRESSU RE; AFT RH CLOSET BOTH DISPOSABLE OXYGEN MASKS USED; AFT OUTFLOW VALVE GASKET DAMAGED; AFT OUTFLOW VALVE BONDING JUMPER  FRAYED. THE WO?S 5560966, 5560970, 5560993, 5560994, 5561017, 5561018, 5562494, 5563117, 5563131, 5563164 AND 5564623 WE",Yes,DESCENT                                           ,SME Feedback,O2 Mask Deployed,,,
AWXA200400175,"DURING CLIMB, AT FL 355 ABOUT TO LEVEL OFF AT FL 360,  THE CABIN ALTITUDE WARNING WAS INTERMITENT.   SOUNDED WITH THE RED CABIN ALTITUDE WARNING LIGHT ILLUMINATED,  THE CABIN ALTITUDE INDICATOR SHOWED 10.000 FEET AT THAT MOMENT AND KEPT CLIMBING  AFTER SWICH CONTROLLER TO STANDBY AND MANUAL. CABIN ALTITUDE WAS UNCONTROLLABLE.  AFTER PRESSURIZATION PROBLEMS,INITIATED AN EMERGENCY DESCENT AND LANDED. PRESURIZATION TEST RESULT OK. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  UNSCHED LANDING, EMER. DESCENT Part Name: CABIN PRESSURE Part Condition: UNKNOWN",Yes,CLIMB                                             ,FAA and Sentence Transformer Aided ,,,,
AWXA200401102,"EN ROUTE FROM PHX TO MCI WHEN LEVELING OFF AT FL 330, NOTICED CABIN ALTITUDE WAS AT 9500 AND CABIN RATE OF CLIMB WAS +400 FPM.  SELECTED STANDBY MODE AND INCREASED RATE, NO CHANGE, SELECTED MANUAL MODE AND FULLY CLOSED THE OUT FLOW VALVE (OFV), BUT OFV WAS ALREADY FULL CLOSED.  CABIN ALTITUDE HORN SOUNDED AND CABIN ALTITUDE WENT TO 10,500, STARTED DESCENT AND CABIN ALTITUDE STABILIZED AND REMAINED STABLE AT 5000-6000 WITH AIRCRAFT HOLDING AT 10,000 FT.  DIVERTED INTO ABQ, LANDED WITHOUT FURTHER EVENT.  MX REMOVED AND REPLACED THE CABIN PRESSURE CONTROLLER IAW BMM 21-31-21, OPERATIONAL CHECK WAS GOOD.  AIRCRAFT WAS MX FERRIED TO PHX. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  UNSCHED LANDING Part Name: CONTROLLER Part Condition: MALFUNCTIONED",Yes,CRUISE                                            ,FAA and Sentence Transformer Aided ,,,,
BJNA201703160001,"RAPID DECOMPRESSION AT ALTITUDE. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  UNSCHED LANDING, EMER. DESCENT Part Name: UNKNOWN Part Condition: DECOMPRESSION",Maybe,CRUISE                                            ,SME Feedback,,,,
BJNA20171017001,"PRESSURIZATION AUTO FAIL LIGHT ILLUMINATED DURING CLIMB,  CABIN PRESSURE COULD NOT BE CONTROLLED NORMAL OR STANDBY, CABIN WAS CONTROLLED IN MANUAL MODE HOWEVER CABIN DID EXCEED 10000 FEET WHILE PERFORMING CHECKLIST PROCEDURES. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  EMER. DESCENT Part Name: UNKNOWN Part Condition: MALFUNCTIONED",Maybe,CLIMB                                             ,SME Feedback,,,,
CA010531002,"(CAN) AT FLIGHT LEVEL 350, THE PRESSURE LIGHT WARNING CAME ON. THE QRH APPLIED, THE CABIN ALTITUDE WENT TO 10,000 FEET THEN TO 11,000 FEET, THE CREW MANUALLY DEPLOYED THE MASKS. REPLACED BOTH AUTOMATIC CABIN PRESSURE CONTROLLER AND THE PASSENGER OXYGEN CYLINDER ALSO CLEANED AND STOWED ALL OF THE OXYGEN MASKS. CABIN OXYGEN SYSTEM AND STATIC LEAK CHECK CARRIEDOUT. . . Nature of Condition:  WARNING INDICATION Precautionary Procedure:  UNSCHED LANDING Part Name: CONTROLLER Part Condition: FAILED",Yes,CRUISE                                            ,FAA and Sentence Transformer Aided ,,,,
CA031208004,"LEVEL 3 CABIN ALTITUDE WARNING DESCENDING THROUGH 35,000 FEET. CABIN ALTITUDE CLIMBED AS HIGH AS 13,500 FEET. COMPLIED W ITH QRH AND PUT CABIN PRESSURE CONTROLLER IN MANUAL. CABIN PRESSURE WAS CONTROLLABLE IN MANUAL. REMOVED AND REPLACED CPC  NR 1 IN REF TO AMM 21-31-04-2. NO FAULTS NOTED. AS PRECAUTIONARY PERFORMED VISUAL INSPECTION OF ALL CARGO DOOR SEALS AN D PRESSURE RELIEF VALVES. NO DEFECTS NOTED. T/S PER FIM''S 21-33-01-00 AND 21-31-05-00. NO DEFECTS NOTED. ALL OPS CHECKS  NORMAL. ",No,CLIMB                                             ,FAA and Sentence Transformer Aided ,Controllable,,,
IXXA100036O,"DURING CRUISE, CABIN RATE OF CLIMB RAISED QUICKLY TO 10,000 FT, FLIGHT ENGINEER RAN PNEUMATIC TO HIGH AND OPERATED THE PRESSURE CONTROL VALVE. THE CREW WAS PERMITTED PARTIAL CONTROL OF CABIN PRESSURE UNTIL ACFT DESCENDED BLOW FL200. THEY RETURNED TO DEPARTURE WITHOUT FURTHER INCIDENT. MX REPLACED CABIN RATE CONTROLLER. OPS CHECK GOOD IAW MM 21-31-2 AND 21-21-0.  ACFT WAS RETURNED TO SERVICE. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  UNSCHED LANDING Part Name: CONTROLLER Part Condition: DEFECTIVE",Yes,CRUISE                                            ,FAA and Sentence Transformer Aided ,,,,
CALA2012083100555,PERFORMED AN AIR TURN BACK DUE TO ACFT CABIN WOULD NOT PRESSURIZE DURING CLIMB OUT.  FLOW LIGHT ILLUMINATED.   NO FAULTSON EITHER CABIN PRESSURE CONTROLLERS. OUTFLOW VALVE OPERATION CHECKED GOOD. PRESSURIZED ACFT ON EACH PACK WITH NO EXTERNAL LEAKS FOUND.  NO DUCT LEAKS TAIL COMPARTMENT.  CABIN PRESSURE LEAK DOWN GOOD. CABIN SAFETY RELIEF VALVE CHECK GOOD.SINGLE ENGINE SECOND SEGMENT CLIMB SWITCH AMM 21-31 CHECKED GOOD. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  UNSCHED LANDING Part Name: CABIN PRESSURE Part Condition: MALFUNCTIONED,Yes,CRUISE                                            ,FAA and Sentence Transformer Aided ,,,,
CALA2013081900572,"AT FL 370, APPROX 90 NM FROM AIRPORT, ALT HORN, RED CABIN ALT AND RED CABIN ALT EICAS MSG ON MADE EMERGENCY DESCENT, CABALT REACHED 12,000 RAN QRH AND RETURNED TO DEPARTURE. CABIN PRESSURE CONTROLLERS BITE IAW FIM 21-30, TASK 802 NO FAULTSON NR 1 OR  NR 2 CONTROLLERS AS PRECAUTIONARY, R & R OUTFLOW VALVE REF MM 21-31-03-002-001 AND 21-31-03-402-010 OPS CKOK ALSO R & R CABIN PRESSURE CONTROL PANEL REF MM 21-31-01/401 PRESSURIZED ACFT NO DEFECTS NOTED. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  UNSCHED LANDING Part Name: OUTFLOW VALVE Part Condition: MALFUNCTIONED",No,CLIMB                                             ,FAA and Sentence Transformer Aided ,,,,
CALA2013081900572,"DURING DESCENT, PRESSURE AUTO FAIL LIGHT ON. SWITCHED TO ALTERNATE, FAILED LIGHT ON AS WELL. ALL DASHES IN WINDOWS.  ACFT GROUNDED. PERFORMED BITE CHECK OF PRESSURE CONTROLLERS, NO CURRENT FAULTS LOGGED IAW FIM 21-31 TASK 801.  PERFORMED PRESSURIZATION SYS GROUND TEST, NO DEFECTS NOTED, IAW AMM 21-31-00-700-802,  ACFT OK FOR SERVICE. Nature of Condition:  FALSE WARNING Precautionary Procedure:  OTHER Part Name: WARNING LIGHT Part Condition: FALSE ACTIVATION",Yes,CLIMB                                             ,FAA and Sentence Transformer Aided ,,,,
CALA2017022600489,"ALT WARNING HORN 35700 CABIN GOT TO 15500 O2 MASKS DEPLOYED PERFORMED DIGITAL CABIN PRESSURE CONTROLLER (DCPC) BITE PROCEDURE FOR BOTH NR 1 AND NR 2 CPC REF AMM 21-31-00-810-801. FOUND NO EXISTING FAULTS FOR BOTH CONTROLLERS AND NO FAULT HISTORY FOR THE NR 1 CONTROLLER. FOUND FAULT HISTORY FOR THE NR 2 CPC ON THE LAST FLIGHT LEG WITH THE FOLLOWING MESSAGES:SYS WIRING 001, OFV LRU FAIL 019, SEL PNL LRU FAIL 016. PERFORMED GROUND TEST AND SYSTEM STATUS TEST ON ON BOTH CONTROLLERS WITH NO FAULTS NOTED. REPLACED OUTFLOW VALVE. ALL TESTS OF CPC 1&2 PASSED. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  EMER. DESCENT, O2 MASK DEPLOYED, UNSCHED LANDING Part Name: OUTFLOW VALVE Part Condition: MALFUNCTIONED",Yes,CRUISE                                            ,SME Feedback,,UAL-UAL-17-0422,COSP Reportable,2017-0391
CALA2017060201658,"DURING A CHECK,  FOUND PORTABLE OXYGEN MASK DAMAGED.  THE MASK WAS REPLACED IAW AMM 35-3 1-00 Nature of Condition:  OTHER Precautionary Procedure:  NONE Part Name: OXYGEN MASK Part Condition: CRACKED",No,                                                  ,SME Feedback,O2 masks,,,
CALA2017061601823,"PRESSURIZATION CONTROL AUTO INOPERATIVE LIGHT ILLUMINATED.   OPERATION IN MANUAL MODE WAS OK. EMERGENCY DECLARED. FOLLOWED FIM 21-31-00-815-803. REMOVED AND REPLACED THE NR 2 AUTOMATIC PRESSURE CONTROLLER, OPS CHECKED GOOD IAW AMM 21-31-02. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  UNSCHED LANDING Part Name: CONTROLLER Part Condition: FAULTY",No,CLIMB                                             ,SME Feedback,Controllable,UAL-UAL-17-1272,Not COSP Reportable,
CALA2017070802116,"OXYGEN LEAK.. CAPTAIN`S MASK BROKEN.  EMERGENCY DECLARED.  REMOVED AND REPLACED THE CAPTAIN'S OXYGEN MASK IAW AMM 35-12-85. NO LEAK S NOTED. ALSO REMOVED AND REPLACED CREW OXYGEN BOTTLE IAW AMM 12-15- 21, AS A PRECAUTION. LEAK CHECKED GOOD. Nature of Condition:  OTHER Precautionary Procedure:  UNSCHED LANDING Part Name: OXYGEN MASK Part Condition: BROKEN",No,CRUISE                                            ,SME Feedback,O2 masks,,,
CALA2017072802388,LEFT ENGINE HPSOV EICAS ON . EMERGENCY DECLARED. REPLACED NR 1 ENGINE HIGH PRESSURE SHUT OFF VALVE IAW AMM 36-11-07-424-014-002. REPLACED NR 1 ENGINE HPC AND M859 CONTROL CARD IAW AMM 36-11-08.  OPS NORMAL.  NO BLEED OR STATUS MESSAGE AT THIS TIME. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  UNSCHED LANDING Part Name: SHUTOFF VALVE Part Condition: FAULTY,No,CLIMB                                             ,SME Feedback,HPSOV,UAL-UAL-17-1560,Not COSP Reportable,
CALA2017082502865,UNABLE TO MAINTAIN CABIN PRESSURE. EMERGENCY DECLARED. FOUND BROKEN AIR CONDITIONING DUCT.  R/R I.A.W. AMM 21-23-08. OPSOK. PRESSURIZATION CHECK ACCOMPLISHED. ALL VALUE OK. PRESS 1-3 NEGATIVE. FOUND COUPLE OF DRAIN VALVE NOT CLOSING. CLEANED AND OPS CHECKED. LAST PRESSURIZATION CHECK ALL VALUE ABOVE THE MINIMUM LINE. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  UNSCHED LANDING Part Name: DUCT Part Condition: BROKEN,Yes,CLIMB                                             ,SME Feedback,,UAL-UAL-17-1767,COSP Reportable,2017-1686
CALA2017091803216,LOSS OF CABIN CONTROL AT FL360. CABIN ALT AUTO 1  STATUS MESSAGE . EMERGENCY DECLARED . REPLACED CABIN AUTO CONTROLLER IAW AMM 21-31-02-404-005. SYSTEM OPS CHECKED GOOD. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  UNSCHED LANDING Part Name: CONTROLLER Part Condition: FAULTY,Yes,CRUISE                                            ,SME Feedback,,UAL-UAL-17-1870,COSP Reportable,2017-1771
CALA2017092203253,"CABIN ALTITUDE HORN WENT OFF, CLIMBING THRU 30K.  CABIN ALTITUDE LIGHT ALSO ON CONTROLLABLE IN MANUAL.  EMERGENCY DECLARED.  REMOVED AND REPLACED NR 1 CABIN PRESSURE CONTROLLER IAW AMM 21-31-00 AND TESTED, SYSTEM TESTED OK, NO FAULTS NOTED. Nature of Condition:  WARNING INDICATION Precautionary Procedure:  UNSCHED LANDING Part Name: CONTROLLER Part Condition: FAULTY",No,CLIMB                                             ,SME Feedback,Controllable,,,
CALA2018123102689,"F/A REPORTED BURNING SMELL BACK OF A/C AFTER BITING DUCT OVERHEAT SYSTEM, FAULT CODE 54, AFT BULKHEAD SECTION 48, FOUND  DUCK CRACKED 5 INCHES AT ABOVE AFT BODY ACCESS PANEL.DUCT IS MARKED.INOPING APU. NEED DUCT. APPLIED MEL TOMC UPDATE: SEE  LP 8582814 FOR CORRECTIVE ACTION. APU BLEED ON MEL FOR DAMAGED DUCT. IPC 36-11-10-01 ITEM 72. MFG 212N3046-7.   ",No,CRUISE                                            ,FAA and Sentence Transformer Aided ,,,,
CALA2018123102690,"ROW 23, 26 BULLNOSE AND AFT LEFT OVERWING EMERGENCY LIGHT INOP RESET M1670 POWER SUPPLY OPS CHECK OK INSPECTED EMERGENCY  LIGHTS ALL LIGHTS OPS CHECK GOOD    ",No,CLIMB                                             ,FAA and Sentence Transformer Aided ,,,,
CALA2019010200001,FORWARD CARGO COMPARTMENT BETWEEN FR30-31 STRINGER 41L &AMP; SPLICER HAVE CORROSION SPOTS ON UPPER SURFACE ON REF 929528 4 SPEC A3NB-53-3-6105. NR GENERATED REMOVED AND REPLACED (FISH PLATE) SPLICER IN FWD CARGO COMPT BETWEEN FR30-31 STR41L  IAW SRM 51-72-11-001 STEP 2.   ,No,NULL,FAA and Sentence Transformer Aided ,,,,
CALA2019010200002,AFT CARGO BILGE BETWEEN FRAMES 63 AND 64 STRINGER 42 LEFT IS CORRODED. (A3NB-53-3-6185 18-5341-2905. PER REF. NO. 9295 2 64 (41264). GENERATED. CORRECTION FOR PREVIOUS ENTRY. A3NB-05-3-6022 AFT CARGO BILGE BETWEEN FR63 AND 64 STR42 LEFT IS C ORRODED REMOVED AND REPLACED LT STR42.   ,No,NULL,FAA and Sentence Transformer Aided ,,,,
CALA2019010200003,A3NB-53-3-6105 FWD CARGO COMPT BETWEEN FR30-31 STR42L SPLICER HA S CORROSION SPOT ON UPPER SURFACE 18-5321-1-2706 AT PER  REF NO.9295285 REMVOED AND REPLACED 1EA CORRODED STR SPLICE IN THE FWD CARGO CO MP BETWEEN FR30-31 STR42L IAW SRM 51-72 -11-911-001.   ,No,NULL,FAA and Sentence Transformer Aided ,,,,
CALA2019010200004,CARGO COMP DOOR SURROUND FWD CORNER FITTING HAS CORROSION. REMOVED AND REPLACED CORNER FITTING PER SRM 51-72-11-911-00 1  PARA 2.A.    ,No,NULL,FAA and Sentence Transformer Aided ,,,,
CALA2019010200005,"FORWARD CARGO PIT, FWD DOOR CUTOUT FITTING INBOARD OF CORNER FITTING CORRODED SPEC NO. A3NB-05-3-6013. REMOVED AND REPLA CED FITTING INBD OF CORNER FITTING PER SRM 51-72-11-911-001 PAR 2A.    ",No,NULL,FAA and Sentence Transformer Aided ,,,,
CALA2019010200006,"RT MLG DOOR FORWARD UPPER FITTING CONNECTING PLATE HAS WORKING FASTENERS ON REF 9294821 SUPPORT TASK. NR GENERATED REMOV ED AND REPLACED RT MLG DOOR FWD UPPER FITTING CONNECTING PLATE IAW SRM 51-42-11-001 &AMP; 51-44-11-001, 51-72-11-911-00.    ",No,NULL,FAA and Sentence Transformer Aided ,,,,
CALA2019010200007,"FOUND KEELBEAM RT AFT ACTUATOR FITTING PRELOADED ON REF 9295351 SUPPORT TASK. REMOVED AND REPLACED RT AFT ACTUATOR FITTI NG IAW SRM 51-72 -11-001, SRM 51-42-11-001 &AMP; 51-44-11-001.    ",No,NULL,FAA and Sentence Transformer Aided ,,,,
CALA2019010200008,A3NB-05-3-6165 RT AFT EMERGENCY EXIT HATCH FWD VERT INTERCOASTAL CRACKED BETWEEN RIVET TAILS. REMOVED AND REPLACED RT AF T EMER EXIT HATCH FWD VERT INTERCOASTAL IAW 52-21-18-960-003-A.    ,No,NULL,FAA and Sentence Transformer Aided ,,,,
CALA2019010200009,"A3NB-51-4-6001; IT IS MADE TO COMPLY WITH CFR 121.1109 PER AMM T ASK 51-00-80-200-801C1. EXTERNAL FUSELAGE SKIN REPAIR D OUBLER BETWEEN FR64-65 STR 26L, 28L AT PER REF NO.9294208 REMVED AND REPLACED EXTERNAL FUSELAGE REPAIR DOUBLER AT FR64-6 5L IAW SRM 53-41-11-300-016.   ",No,NULL,FAA and Sentence Transformer Aided ,,,,
CALA2019121602215,"PRESSURIZATION CONTROL EICAS MESSAGE CABIN ALTITUDE SHOWN. CABIN ALT &AMP;AMP; CABIN ALTITUDE LIGHTS ON. COULD NOT CONTR OL THE CABIN PRESSURE IN THE MANUAL MODE (DESCRIBE CAUSE OF DEPRESSURIZATION , IF KNOWN) TALKED TO THE CREW AFTER LANDIN G AND THEY TRIED BOTH AUTO 1 AND AUTO 2 WITH NO HELP FOR CONTROLLING CABIN ALTITUDE. THEY DIDNT T RY MANUAL MODE. DID NO TICE THE CABIN PRESS SELECTOR PANEL RATE W AS ALL OVER THE PLACE IN THE GATE. BITE CHECKED BOTH CPC''''S AND N O FAULTS NO TED ON BOTH. SUSPECT CABIN PRESS SEL PANEL. REPLACED CABIN PRESSURE SELECTOR REF. 21-31-01. PERFORMED CPC #1 AND #2 BITE , NO FAULTS DETECTED, REF. AMM 21-31-00-705-085. PER FORMED CABIN PRESSURE MANUAL CONTROL TEST, NO FAULTS, REF. AMM 2 1-",Maybe,CRUISE                                            ,SME Feedback,,UAL-UAL-19-2572,Not COSP Reportable,
CALA2020020800348,"CABIN IN AUTO GAVE CABIN WARNING AT FL330 CABIN ALTITUDE REACHED 10K CREW REPORTED NO FAULTS ONLY HEARD CABIN ALT WARNIN G HORN AND SAW CABIN ALT LIGHT AND CABIN ALT AT 10000 FT  AND OUTFLOW VALVE PARTIALLY OPEN, WENT TO MANUAL MODE AND RECO VERED CABIN ALT. ACCOMPLISHED BITE CHECKON BOTH DCPC AND FOUND CODE 58 MANUAL SWITCH ON BOTH CONTRLLERS, NO OTHER FAULTS , ACCMPLISHED BITE CK ADD EMP:107430 OF BOTH PACK CONTROLLERS NO FAULTS NOTED CONTACTED TOMC WITH FINDINGS PANEL, PRESS,  C  OFF 29-2131-9-0006 8148 ON 29-2131-9-0006 6729 CONTROLLER, CAB  OFF 58-2131-9-0002 0317 ON 58-2131-9-0002 0453 PER S AMC REPLACED BOTH CABIN PRESSURE  CONTROLLERS REF AMM21-31- 01-000-801 AND CABIN PRESSURE CONTROL MODULE REF AMM21-31-02",No,CRUISE                                            ,SME Feedback,Controllable,,,
CALA2020022900558,"CABIN FAILED IN AUTO AT 400. UNABLE TO CONTROL CABIN. PAX O2 MASKS DEP PLOYED UPDATED MAA CODE FIX USING VENDOR MAA SCRE EN VERIFY O2 MASK DEPLOYED AND O2 GENERATORS ACTIVATED REF LP:4609209 FOR CABIN PRESS FAILED IN AUTO, UNABLE TO CONTROL  CABIN. PAX O2 MASKS DEPLOYED AND O2 GENERATORS USED WILL REMAIN OPEN FORE PURPOSE OF MAINT FERRY FLIGHT. LOG PAGE LOCKED  FOR PURPOSE OF MAINT FERRY FLT.  ",Yes,NOT REPORTED                                      ,SME Feedback,,UAL-UAL-20-0476,COSP Reportable,2020-0346
CALA2021050300596,"AT FL 340 GOT THE CABIN ALTITUDE WARNING HORN THE CABIN ALTITUDE WENT BETWEEN 12,000 TO 14,000. MASKS DROPPED AND EMERGE NCY DECLARED. THIS WAS REPORTED TO THE FODM BY THE CAPT FOR MX FERRY .THIS LOGPAGE IS OPEN, FURTHER DETAILS AWAITED.    ",Yes,NOT REPORTED                                      ,SME Feedback,,UAL-UAL-21-0648,Not COSP Reportable,2021-1236
CALA2022052301318,"L ENG OVHT CAUTION AT CRUISE FL310 CONTACT TOMC EMC DESK WITH FINDINGS PRIOR TO CLEARING ITEM.. TOM EMC R. TOTH DOWN WIR ING AND DETECTORS. UNABLE TO GENERATE ANY FAULTS. VISUALLY CHECKED ALL DETECTOR CONNECTIONS , NO SIGNS OF DEFECTS REF WD M26-11-12-2. L/P UNLOCKED BY TOMC FOR EDITING CONTACT TOMC EMC DESK WITH FINDINGS PRIOR TO CLEARING ITEM. UNLOCK FOR EWR  TECH UPDATE. REVEIW TS WITH TOMC. TOMC KEIPER ACCOMPLISHED TROUBLESHOOTING REF FIM26-11 FT804. NO CURRENT OR REMOVED AN D REPLACED LEFT ENG FIRE OVERHEAT DETECTION FILE CARD RAN #1 BETWEEN 80% AND TAKEOFF POWER FOR 9 MINUTES, NO FAULTS ACTI VE FAULTS SHOW IN HISTORY, CHECKED RESISTANCE OF LOOP 1 & 2 ASSY M687 & M688 PRECAUTIONARY. REF AMM TASK 26-11-02 BITE C",No,CRUISE                                            ,FAA and Sentence Transformer Aided ,,,,
CALA2022052301320,*EMERGENCY DECLARED*FIRE ALARM ACTIVATED IN LAV AFT AIRCAFT RIGHT TALKED TO CREW AND PASSENGER. PASSENGER CLAIMED SHE SP RAYED AIR FRESHENER AFTER PERFORMING NUMBER TWO.  TESTED SMOKE DETECTOR WITH NO FAULTS.  REF AMM 26-14-00.    ,No,NOT REPORTED                                      ,FAA and Sentence Transformer Aided ,,,,
CALA2022052301321,FR68 STR 22 LH FRAME HAS CRACK INDICATION IN RADIUS OF STR22 FLA NGE. GEN BY V892444 PER NR9294428/36428 9 FOR REF. ON H AECO LP 9294428 WITH NO DEVIATIONS ON THE FR68 ST EPAIR ON THE LH FR68 STR22LH FRAME INNER WEB PER PART 3 OF THE L R22LH  FRAME INNER WEB/STIFFENER. DIP TO ACCOMPLISH A PERMANENT R ATEST REVISION OF THE ECRA 5341-01314 ON OR BEFORE 06-NOV-22 . HAECO TECH V934190 AND QC LC-98 ACCOMPLISHED PART 1 INTERIM REPA IR PER ECRA 5341-01314 AND HAECO REO-L23751 REV IR AS  FIGURES 1- ADD EMP:V934190 ,No,NULL,FAA and Sentence Transformer Aided ,,,,
CALA2022052301322,"ROW 24C SEAT MOUNTED EMERG LIGHT HOUSING BROKEN COMPLIED WITH MEL WILL REQUIRE NEW HOUSING &AMP; LIGHT APPROVED REPLACED  ROW 24C SEAT MOUNTED EMERGENCY LIGHT HOUSING ASSEMBLY IRW B/E AEROSPACE CMM 25-22-55. OPS CHECK GOOD AT THIS TIME. MEL  CLEARED, PLACARDS REMOVED.   ",No,NULL,FAA and Sentence Transformer Aided ,,,,
CALA2022052301323,SMALL 2 INCH ROUND ACCESS PANEL MISSING FROMINBOARD SIDE OF OUTER MOST FLP/TRK FRNG RT SIDE REQUESTING CDL 27A.  APPLIED  SPEED TAPE TO HOLE. COMPLIED WITH CDL 27AD. ADD EMP:U113818 DISPATCH DESK: 06   NAME: AN DATE: 18-MAY-22- OK TO CDL UPD ATED NR WITH PICTURES   ,No,NULL,FAA and Sentence Transformer Aided ,,,,
CALA2022052301324,PDA 1 FUEL CAP MISSING ON ARRIVAL. OPBLM CHRISTIANSEN FUEL CAP PLACED ON CDL # 8636283.     ,No,NULL,FAA and Sentence Transformer Aided ,,,,
CALA2022052301325,REF CLEARED L/P 8537593 EMERGENCY LIGHTS FROM SEAT ROW 16 DEFG TO SEAT ROW 32DEFG INOP. BATT PACK WAS R&R''''D ALSO REF CL EARED L/P 8538599 FOR DUPLICATE WORK PERFORMED TO SAME BATT PACK. PER GMM 09-10-05 PARA. 3.I.(11)(B) EMERGENCY PATH LIGH TING PANELS). PER GMM 04-20-16 3.A.(17) THIS ITEM IS ALSO A INSTALLATION. ON INSTALLATION  VERIFY PROPER LIGHT / LENS CO LOR REPORTABLE SDR EVENT. THIS LOGPAGE HAS BEEN CREATED TO RECORD / PHOTO LUMINESCENT STRIP PLACEMENT / OPERATIONAL CHEC K BOTH THESE REQUIREMENTS. (INCLUDES EEL LIGHTING ON THE AISLE SIDE OF THE SEAT ESCUTCHEON PERFORMED IDT INSP ON 2R BATT ERY PACK REPLACEMENT. PERFORMED OPERATION CHECK. OPS CHECK NORMAL NO DEFECTS NOTED. REF AMM 33-51-06-960-802. NOTE: OPEN,No,NULL,FAA and Sentence Transformer Aided ,,,,
