Id,Text,Label,,,,,,,
239,"on landing, a mechanic reported sparks coming from left engine on reverse thrust and when back into positive thrust coming off runway. all engine indications were normal. inspected inlet and exhaust. no damage noted. no fadec faults reported.",Yes,,,,,,,
240,"right engine failed at approximately 7000 ' msl during descent. initially noted right generator off, then utility busses, autothrottles, and autopilot. engine was a slow shutdown. right oil pressure was zero. windmilled right engine for 7 - 8 minutes. no vibration or noise was noted. landed uneventful. removed the right engine fuel drains, tank ejector valve, filter and inspected. no debris noted. cleaned filter and reinstalled iaw amm 71-71-04-2. removed the right engine lp filter element and inspected. no debris noted. installed new filter element iaw mm 73-11-10-4. troubleshot iaw fim 71-05 ft 807. removed hp fuel pump verified shaft not sheared. verified voltages at ffg connector. iaw fim block 24, re nature of condition : engine flame out precautionary procedure : unsched landing part name : governor part condition : malfunctioned",Yes,,,,,,,
241,reported that left engine has low oil during flight. serviced engine oil 3 qts iaw amm 12-13-01 inspected left engine iaw amm 71-05-03. no defects noted. nature of condition : warning indication precautionary procedure : other part name : oil system part condition : low quantity,Yes,,,,,,,
242,"on takeoff power up, the right engine bleed discrete light illuminated. the left & right engine bleed eicas & master caution lights illuminated and there was a smell of something burning. the takeoff was aborted at a speed of less than 60 knots. the airplane was removed from service ( grounded ) and a takeoff power engine run was performed on the right engine. no faults or messages were displayed. there was not a burning smell during the engine run. the defective right engine high pressure controller was replaced. the cause of the burning smell is unknown.",Yes,,,,,,,
243,"aircraft in base maintenance - emergency declared - during functional check flight, #2 engine inflight shutdown and reli ght test, failed to restart. no fuel flow observed, all other engine indications normal. no engine valve light observed when fuel control switch moved to run. removed and replaced right engine fuel flow governor per amm 73-94-01, operationa left check good. [ see associated report aala2020029005 ]",Yes,,,,,,,
244,left engine spar light valve very slow to extinguish in start or shutdown. removed and replaced the left engine fuel shut-off valve actuator iaw amm 28-22-11. operation check ok.,Yes,,,,,,,
245,"during climb, received oil filter bypass light for the nr 2 engine 2. ran qrh and light did not extinguish. inflight shutdown, air turn back, declared an emergency. right & right the nr 2 engine iaw mt. nature of condition : warning indication precautionary procedure : unsched landing, engine shutdown part name : warning light part condition : illuminated",Yes,,,,,,,
246,"at cruise, fl380, the left engine oil indicated zero, followed by low oil pressure. conducted a precautionary shutdown of the engine iaw qrh. single engine time was 42 minutes. declared an emergency. the aircraft was grounded. replaced starter valve iaw amm 80-11-03, replace starter, and starter shaft iaw amm 80-11-01-400. accomplish amm 71-00-00-210-80 2-f00, replaced the nr 1 engine starter quadrant ring adapter, and checked for debris iaw 11-02-400. accomplished all steps of mic 70357514. leak checked and engine test checked satisfactory.",Yes,,,,,,,
247,"aircraft was grounded. emergency declared. ord dfw flight diverted to stl account right engine shutdown in-flight. just prior to level off at fl220, the right nr 2 hydraulic engine pump low pressure light illuminated. after about 5 minutes, "" b "" system quantity dropped to zero, "" a "" system stayed at 71. electric hydraulic pump light and engine nr 2 oil filter bypass light illuminated. uneventful landing with single engine. removed and replaced right engine driven pump with engine change per amm 29-11-11 and 71-94-01 ( aala20171030006 ), system b electric motor driven pump per amm 29-11-21, and standby hydraulic system emdp per amm 29-21-21 ( aala201711079015 ). operational check good. nature of condition : warning indication, fluid loss precautionary procedure : unsched landing, engine shutdown part name : pump part condition : contaminated",Yes,,,,,,,
248,"system a hydraulic quantity indication. an emergency was declared, and landed without further incident. system a engine driven pump illuminated for duration of flight, greater than 5 minutes. the aircraft was grounded. replaced left engine hydraulic pump iaw amm 29-11-11. replaced all pressure, return, engine and engine driven pump filters and cases. replaced engine driven pump iaw amm 29-11-21. replaced pressure and return hydraulic lines on engine. replaced case drain line on engine iaw amm 29-11-51. accomplished system a hydraulic flush per motor control module 29-93-01. hydraulics system serviced. accomplished engine runs iaw amm 71-00-00. leak check and operation check ok on the ground.",Yes,,,,,,,
249,"inspection type : na left engine failure enroute fl200 performed engine failure shutdown check list engine was within parameters for inflight start. started normally and operated normally for remainder of flight. per amm 73-11-12 check hp filter cond nml & remove and replace filter per amm 28-22-11 spar valve ops correctly. per amm 73-21-01 remove and replace ffg. check cond satis. pn : 8062-551 sn on off : 119170202336571 and per amm 71-00-00-700-804-r0 nature of condition : warning indication, engine stoppage precautionary procedure : unsched landing part name : engine part condition : failed",Yes,,,,,,,
250,"during cruise, fl380, the left engine oil indicated zero, followed by low oil pressure. conducted a precautionary shutdown of the engine iaw qrh. single engine time was 42 minutes. an emergency was declared, the aircraft was grounded. right eplaced the starter valve iaw amm 80-11-03-402, replaced the starter, and starter shaft iaw amm 80-11-01-400, accomplished amm 71-00-00-210-802-f00, replaced the nr 1 engine starter quadrant ring adapter and checked for debris iaw mm 80-11-02 - 400. accomplished all steps of mic 70357514. leak checked and engine tests checked satisfactory.",Yes,,,,,,,
251,"returned to departure while at 350 in cruise, right engine bleed valve caution and right bleed and right pack shutdown. cycling via q right failed to fix. shortly after the same happened to left engine bld valve and pack. declared emergency and descended to 10k and landed. ts per fim replaced ( right ) engine 450 temperature sensor, fav temperature sensor. replaced ( left ) engine rev flow controller and hp controller ran engine ok for service.",Yes,,,,,,,
252,"during takeoff roll, at achieving takeoff thrust, about 30 knots, eicas messages for engine fail right and engine control right displayed, there was a loud bang, indicating a possible compressor stall. flight attendants also reported a fire ball out of the right engine. no fire warnings or indications present. maximum exhaust gas temperature noted was 700. the aircraft was grounded. maintenance replaced the right engine iaw motor control module 71-96-11, and performed a satisfactory operational check.",Yes,,,,,,,
253,"pdis 915 76-15 1679 17oct19 cdg open u log pages : 2941127 at the gate, left engine would not shutdown using the fuel control switch. the spar valve was moving but the engine valve light would illuminate when the fc sw was placed off. finally pulled fire handle. checked left engine fire sw s37 and found 139 ohms between pin 7 and 19. removed and replaced left engine fire handle as per amm 26-21-02-4.performed left engine fire switch inspection check iaw amm 26 - 21-03-6, all check satisfactory.",Yes,,,,,,,
254,"pilot reported a left engine high pressure shut off valve message and bleed light illuminated during takeoff roll, regained pressure with thrust lever retarded. icing conditions present entire time. duct pressure 33 pounds per square inch. the aircraft was grounded. maintenance found the high pressure shut off valve defective and stuck in the open position. removed and replaced left engine high pressure shut off valve iaw amm 36-11-07. accomplished operational test of bleed air system iaw amm 36-11-00 and engine ground test iaw amm 71-00-00-715-066. good.",Yes,,,,,,,
